311842 [http-nio-8080-exec-70] INFO  p.i.springboot.service.OrderService - 库存:1496
311843 [http-nio-8080-exec-82] INFO  p.i.springboot.service.OrderService - 库存:1495
311843 [http-nio-8080-exec-76] INFO  p.i.springboot.service.OrderService - 库存:1495
311843 [http-nio-8080-exec-30] INFO  p.i.springboot.service.OrderService - 库存:1495
311845 [http-nio-8080-exec-52] INFO  p.i.springboot.service.OrderService - 库存:1495
311847 [http-nio-8080-exec-68] INFO  p.i.springboot.service.OrderService - 库存:1494
311847 [http-nio-8080-exec-34] INFO  p.i.springboot.service.OrderService - 库存:1494
311848 [http-nio-8080-exec-16] INFO  p.i.springboot.service.OrderService - 库存:1494
311849 [http-nio-8080-exec-72] INFO  p.i.springboot.service.OrderService - 库存:1493
311850 [http-nio-8080-exec-97] INFO  p.i.springboot.service.OrderService - 库存:1493
